t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s,SOC
2100.0000,8.4296,0.0000,16.9407,1.8750,0.4880
2100.1000,8.7775,0.0000,17.6179,1.8750,0.4880
2100.2000,9.1249,0.0000,18.2902,1.8750,0.4880
2100.3000,9.4716,0.0000,18.9572,1.8750,0.4880
2100.4000,9.8177,0.0000,19.6186,1.8750,0.4880
2100.5000,10.1631,0.0000,20.2738,1.8750,0.4880
2100.6000,10.5078,0.0000,20.9226,1.8750,0.4880
2100.7000,10.8516,0.0000,21.5645,1.8750,0.4880
2100.8000,11.1947,0.0000,22.1990,1.8750,0.4880
2100.9000,11.5368,0.0000,22.8257,1.8750,0.4880
2101.0000,11.8780,0.0000,23.4442,1.8750,0.4880
2101.1000,12.2181,0.0000,24.0539,1.8750,0.4880
2101.2000,12.5572,0.0000,24.6545,1.8750,0.4880
2101.3000,12.8952,0.0000,25.2455,1.8750,0.4880
2101.4000,13.2320,0.0000,25.8265,1.8750,0.4880
2101.5000,13.5676,0.0000,26.3969,1.8750,0.4880
2101.6000,13.9018,0.0000,26.9563,1.8750,0.4880
2101.7000,14.2347,0.0000,27.5043,1.8750,0.4880
2101.8000,14.5662,0.0000,28.0404,1.8750,0.4879
2101.9000,14.8962,0.0000,28.5642,1.8750,0.4879
2102.0000,15.2247,0.0000,29.0753,1.8750,0.4879
2102.1000,15.5515,0.0000,29.5733,1.8750,0.4879
2102.2000,15.8767,0.0000,30.0576,1.8750,0.4879
2102.3000,16.2002,0.0000,30.5280,1.8750,0.4878
2102.4000,16.5218,0.0000,30.9840,1.8750,0.4878
2102.5000,16.8416,0.0000,31.4253,1.8750,0.4878
2102.6000,17.1595,0.0000,31.8515,1.8750,0.4877
2102.7000,17.4755,0.0000,32.2623,1.8750,0.4877
2102.8000,17.7893,0.0000,32.6573,1.8750,0.4877
2102.9000,18.1011,0.0000,33.0363,1.8750,0.4877
2103.0000,18.4107,0.0000,33.3989,1.8750,0.4876
2103.1000,18.7181,0.0000,33.7450,1.8750,0.4876
2103.2000,19.0232,0.0000,34.0741,1.8750,0.4876
2103.3000,19.3260,0.0000,34.3862,1.8750,0.4875
2103.4000,19.6264,0.0000,34.6811,1.8750,0.4875
2103.5000,19.9243,0.0000,34.9585,1.8750,0.4875
2103.6000,20.2197,0.0000,35.2183,1.8750,0.4874
2103.7000,20.5126,0.0000,35.4604,1.8750,0.4874
2103.8000,20.8028,0.0000,35.6847,1.8750,0.4873
2103.9000,21.0904,0.0000,35.8912,1.8750,0.4873
2104.0000,21.3753,0.0000,36.0797,1.8750,0.4873
2104.1000,21.6573,0.0000,36.2503,1.8750,0.4872
2104.2000,21.9366,0.0000,36.4031,1.8750,0.4872
2104.3000,22.2131,0.0000,36.5379,1.8750,0.4872
2104.4000,22.4866,0.0000,36.6549,1.8750,0.4871
2104.5000,22.7572,0.0000,36.7543,1.8750,0.4871
2104.6000,23.0248,0.0000,36.8360,1.8750,0.4870
2104.7000,23.2894,0.0000,36.9003,1.8750,0.4870
2104.8000,23.5509,0.0000,36.9473,1.8750,0.4870
2104.9000,23.8094,0.0000,36.9772,1.8750,0.4869
2105.0000,24.0647,0.0000,36.9902,1.8750,0.4869
2105.1000,24.3169,0.0000,36.9866,1.8750,0.4868
2105.2000,24.5659,0.0000,36.9667,1.8750,0.4868
2105.3000,24.8117,0.0000,36.9307,1.8750,0.4868
2105.4000,25.0543,0.0000,36.8789,1.8750,0.4867
2105.5000,25.2936,0.0000,36.8117,1.8750,0.4867
2105.6000,25.5297,0.0000,36.7293,1.8750,0.4866
2105.7000,25.7625,0.0000,36.6323,1.8750,0.4866
2105.8000,25.9920,0.0000,36.5209,1.8750,0.4866
2105.9000,26.2182,0.0000,35.3927,1.8750,0.4865
2106.0000,26.4266,0.0000,33.2499,1.8750,0.4865
2106.1000,26.6179,0.0000,31.1409,1.8750,0.4865
2106.2000,26.7928,0.0000,29.0170,1.8750,0.4865
2106.3000,26.9511,0.0000,26.8082,1.8750,0.4864
2106.4000,27.0925,0.0000,25.5062,1.8750,0.4864
2106.5000,27.2305,0.0000,25.1175,1.8750,0.4864
2106.6000,27.3646,0.0000,24.4768,1.8750,0.4864
2106.7000,27.4919,0.0000,23.5959,1.8750,0.4864
2106.8000,27.6121,0.0000,22.7566,1.8750,0.4864
2106.9000,27.7265,0.0000,21.9410,1.8750,0.4864
2107.0000,27.8341,0.0000,20.9938,1.8750,0.4864
2107.1000,27.9344,0.0000,20.1154,1.8750,0.4864
2107.2000,28.0290,0.0000,19.3191,1.8750,0.4865
2107.3000,28.1175,0.0000,18.3928,1.8750,0.4865
2107.4000,28.1988,0.0000,17.5227,1.8750,0.4865
2107.5000,28.2748,0.0000,16.8979,1.8750,0.4865
2107.6000,28.3470,0.0000,16.3963,1.8750,0.4865
2107.7000,28.4157,0.0000,16.0184,1.8750,0.4865
2107.8000,28.4823,0.0000,15.7273,1.8750,0.4866
2107.9000,28.5465,0.0000,15.4079,1.8750,0.4866
2108.0000,28.6084,0.0000,15.0621,1.8750,0.4866
2108.1000,28.6675,0.0000,14.7159,1.8750,0.4866
2108.2000,28.7244,0.0000,14.4381,1.8750,0.4867
2108.3000,28.7794,0.0000,14.2903,1.8750,0.4867
2108.4000,28.8339,0.0000,14.2669,1.8750,0.4867
2108.5000,28.8882,0.0000,14.2773,1.8750,0.4867
2108.6000,28.9423,0.0000,14.2605,1.8750,0.4868
2108.7000,28.9960,0.0000,14.1273,1.8750,0.4868
2108.8000,29.0481,0.0000,13.9041,1.8750,0.4868
2108.9000,29.0984,0.0000,13.7248,1.8750,0.4868
2109.0000,29.1478,0.0000,13.5400,1.8750,0.4869
2109.1000,29.1954,0.0000,13.3500,1.8750,0.4869
2109.2000,29.2419,0.0000,13.2369,1.8750,0.4869
2109.3000,29.2878,0.0000,13.0959,1.8750,0.4869
2109.4000,29.3322,0.0000,12.7356,1.8750,0.4870
2109.5000,29.3731,0.0000,12.2417,1.8750,0.4870
2109.6000,29.4108,0.0000,11.7844,1.8750,0.4870
2109.7000,29.4456,0.0000,11.3915,1.8750,0.4871
2109.8000,29.4781,0.0000,11.1354,1.8750,0.4871
2109.9000,29.5094,0.0000,10.9900,1.8750,0.4871
2110.0000,29.5399,0.0000,10.7323,1.8750,0.4872
2110.1000,29.5677,0.0000,10.3484,1.8750,0.4872
2110.2000,29.5931,0.0000,9.9479,1.8750,0.4872
2110.3000,29.6156,0.0000,9.5130,1.8750,0.4873
2110.4000,29.6353,0.0000,9.2715,1.8750,0.4873
2110.5000,29.6547,0.0000,9.4697,1.8750,0.4873
2110.6000,29.6769,0.0000,9.6918,1.8750,0.4874
2110.7000,29.6990,0.0000,9.6591,1.8750,0.4874
2110.8000,29.7206,0.0000,9.5185,1.8750,0.4874
2110.9000,29.7408,0.0000,9.2901,1.8750,0.4875
2111.0000,29.7594,0.0000,8.9170,1.8750,0.4875
2111.1000,29.7747,0.0000,8.5558,1.8750,0.4876
2111.2000,29.7887,0.0000,8.4607,1.8750,0.4876
2111.3000,29.8028,0.0000,8.3776,1.8750,0.4876
2111.4000,29.8156,0.0000,8.0257,1.8750,0.4877
2111.5000,29.8252,0.0000,7.4790,1.8750,0.4877
