# Project Volt WS11 - R34 10 Hz trace
# RULER (stock NPR-HD) / VOLT-SUB / nominal / seed 11
# mass 6600 kg, payload 2900 kg, engine 4HK1-TC-ref-W, A465id 6-speed + 4.555 axle
t_s,v_kmh,grade_pct,P_wheel_kW,gear,lockup,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,fuel_g_per_s
281.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
281.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
281.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
281.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
281.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
281.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
281.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
281.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
281.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
282.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
282.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
282.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
282.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
282.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
282.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
282.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
282.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
282.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
282.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
283.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
283.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
283.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
283.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
283.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
283.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
283.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
283.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
283.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
283.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
284.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
284.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
284.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
284.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
284.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
284.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
284.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
284.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
284.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
284.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
285.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
285.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
285.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
285.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
285.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
285.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
285.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
285.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
285.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
285.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
286.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
286.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
286.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
286.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
286.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
286.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
286.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
286.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
286.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
286.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
287.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
287.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
287.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
287.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
287.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
287.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
287.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
287.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
287.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
287.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
288.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
288.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
288.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
288.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
288.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
288.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
288.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
288.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
288.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
288.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
289.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
289.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
289.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
289.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
289.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
289.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
289.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
289.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
289.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
289.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
290.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
290.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
290.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
290.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
290.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
290.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
290.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
290.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
290.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
290.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
291.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
291.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
291.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
291.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
291.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
291.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
291.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
291.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
291.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
291.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
292.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
292.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
292.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
292.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
292.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
292.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
292.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
292.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
292.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
292.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
293.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
293.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
293.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
293.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
293.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
293.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
293.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
293.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
293.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
293.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
294.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
294.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
294.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
294.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
294.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
294.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
294.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
294.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
294.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
294.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
295.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
295.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
295.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
295.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
295.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
295.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
295.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
295.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
295.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
295.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
296.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
296.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
296.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
296.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
296.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
296.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
296.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
296.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
296.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
296.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
297.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
297.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
297.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
297.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
297.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
297.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
297.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
297.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
297.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
297.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
298.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
298.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
298.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
298.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
298.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
298.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
298.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
298.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
298.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
298.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
299.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
299.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
299.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
299.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
299.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
299.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
299.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
299.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
299.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
299.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
300.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
300.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
300.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
300.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
300.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
300.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
300.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
300.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
300.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
300.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
301.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
301.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
301.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
301.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
301.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
301.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
301.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
301.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
301.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
301.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
302.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
302.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
302.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
302.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
302.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
302.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
302.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
302.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
302.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
302.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
303.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
303.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
303.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
303.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
303.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
303.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
303.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
303.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
303.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
303.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
304.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
304.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
304.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
304.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
304.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
304.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
304.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
304.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
304.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
304.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
305.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
305.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
305.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
305.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
305.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
305.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
305.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
305.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
305.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
305.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
306.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
306.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
306.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
306.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
306.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
306.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
306.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
306.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
306.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
306.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
307.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
307.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
307.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
307.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
307.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
307.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
307.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
307.7000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
307.8000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
307.9000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
308.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
308.1000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
308.2000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
308.3000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
308.4000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
308.5000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
308.6000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,27.2837,2.0000,0.2778
