t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s,SOC
1500.0000,0.0000,0.0000,0.0000,0.0000,0.5584
1500.1000,0.0000,0.0000,0.0000,0.0000,0.5584
1500.2000,0.0000,0.0000,0.0000,0.0000,0.5584
1500.3000,0.0000,0.0000,0.0000,0.0000,0.5584
1500.4000,0.0000,0.0000,0.0000,0.0000,0.5584
1500.5000,0.0000,0.0000,0.0000,0.0000,0.5584
1500.6000,0.0000,0.0000,0.0000,0.0000,0.5584
1500.7000,0.0000,0.0000,0.0000,0.0000,0.5584
1500.8000,0.0000,0.0000,0.0000,0.0000,0.5584
1500.9000,0.0000,0.0000,0.0000,0.0000,0.5583
1501.0000,0.0000,0.0000,0.0000,0.0000,0.5583
1501.1000,0.0000,0.0000,0.0000,0.0000,0.5583
1501.2000,0.0000,0.0000,0.0000,0.0000,0.5583
1501.3000,0.0000,0.0000,0.0000,0.0000,0.5583
1501.4000,0.0000,0.0000,0.0000,0.0000,0.5583
1501.5000,0.0000,0.0000,0.0000,0.0000,0.5583
1501.6000,0.0000,0.0000,0.0000,0.0000,0.5583
1501.7000,0.0000,0.0000,0.0000,0.0000,0.5583
1501.8000,0.0000,0.0000,0.0000,0.0000,0.5583
1501.9000,0.0000,0.0000,0.0000,0.0000,0.5583
1502.0000,0.0000,0.0000,0.0000,0.0000,0.5583
1502.1000,0.0000,0.0000,0.0000,0.0000,0.5583
1502.2000,0.0000,0.0000,0.0000,0.0000,0.5583
1502.3000,0.0000,0.0000,0.0000,0.0000,0.5583
1502.4000,0.0000,0.0000,0.0000,0.0000,0.5583
1502.5000,0.0000,0.0000,0.0000,0.0000,0.5583
1502.6000,0.0000,0.0000,0.0000,0.0000,0.5583
1502.7000,0.0000,0.0000,0.0000,0.0000,0.5583
1502.8000,0.0000,0.0000,0.0000,0.0000,0.5583
1502.9000,0.0000,0.0000,0.0000,0.0000,0.5582
1503.0000,0.0000,0.0000,0.0000,0.0000,0.5582
1503.1000,0.0000,0.0000,0.0000,0.0000,0.5582
1503.2000,0.0000,0.0000,0.0000,0.0000,0.5582
1503.3000,0.0000,0.0000,0.0000,0.0000,0.5582
1503.4000,0.0000,0.0000,0.0000,0.0000,0.5582
1503.5000,0.0000,0.0000,0.0000,0.0000,0.5582
1503.6000,0.0000,0.0000,0.0000,0.0000,0.5582
1503.7000,0.0000,0.0000,0.0000,0.0000,0.5582
1503.8000,0.0000,0.0000,0.0000,0.0000,0.5582
1503.9000,0.0000,0.0000,0.0000,0.0000,0.5582
1504.0000,0.0000,0.0000,0.0000,0.0000,0.5582
1504.1000,0.0000,0.0000,0.0000,0.0000,0.5582
1504.2000,0.0000,0.0000,0.0000,0.0000,0.5582
1504.3000,0.0000,0.0000,0.0000,0.0000,0.5582
1504.4000,0.0000,0.0000,0.0000,0.0000,0.5582
1504.5000,0.0000,0.0000,0.0000,0.0000,0.5582
1504.6000,0.0000,0.0000,0.0000,0.0000,0.5582
1504.7000,0.0000,0.0000,0.0000,0.0000,0.5582
1504.8000,0.0000,0.0000,0.0000,0.0000,0.5581
1504.9000,0.0000,0.0000,0.0000,0.0000,0.5581
1505.0000,0.0000,0.0000,0.0000,0.0000,0.5581
1505.1000,0.0000,0.0000,0.0000,0.0000,0.5581
1505.2000,0.0000,0.0000,0.0000,0.0000,0.5581
1505.3000,0.0000,0.0000,0.0000,0.0000,0.5581
