t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s,SOC
900.0000,78.0408,1.6523,-27.5884,4.7906,0.6838
900.1000,77.7829,1.6547,-62.5754,4.7906,0.6842
900.2000,77.4401,1.6570,-97.0749,4.7906,0.6845
900.3000,77.0136,1.6593,-113.8392,4.7906,0.6849
900.4000,76.5871,1.6616,-113.4477,4.7906,0.6852
900.5000,76.1607,1.6640,-113.0521,4.7906,0.6856
900.6000,75.7342,1.6663,-112.6524,4.7906,0.6860
900.7000,75.3077,1.6686,-112.2487,4.7906,0.6863
900.8000,74.8812,1.6709,-111.8409,4.7906,0.6867
900.9000,74.4548,1.6732,-111.4292,4.7906,0.6870
901.0000,74.0283,1.6755,-111.0135,4.7906,0.6874
901.1000,73.6018,1.6778,-110.5938,4.7906,0.6877
901.2000,73.1753,1.6801,-110.1703,4.7906,0.6881
901.3000,72.7488,1.6824,-109.7428,4.7906,0.6885
901.4000,72.3224,1.6847,-109.3115,4.7906,0.6888
901.5000,71.8959,1.6870,-108.8763,4.7906,0.6892
901.6000,71.4694,1.6892,-108.4374,4.7906,0.6895
901.7000,71.0429,1.6915,-107.9947,4.7906,0.6899
901.8000,70.6165,1.6937,-107.5482,4.7906,0.6903
901.9000,70.1900,1.6960,-107.0980,4.7906,0.6906
902.0000,69.7635,1.6982,-106.6441,4.7906,0.6910
902.1000,69.3370,1.7005,-106.1865,4.7906,0.6913
902.2000,68.9105,1.7027,-105.7253,4.7906,0.6917
902.3000,68.4841,1.7049,-105.2605,4.7906,0.6920
902.4000,68.0576,1.7071,-104.7921,4.7906,0.6924
902.5000,67.6311,1.7093,-104.3201,4.7906,0.6928
902.6000,67.2046,1.7115,-103.8445,4.7906,0.6931
902.7000,66.7782,1.7137,-103.3655,4.7906,0.6935
902.8000,66.3517,1.7158,-102.8829,4.7906,0.6938
902.9000,65.9252,1.7180,-102.3969,4.7906,0.6942
903.0000,65.4987,1.7202,-101.9075,4.7906,0.6946
903.1000,65.0722,1.7223,-101.4146,4.7906,0.6949
903.2000,64.6458,1.7244,-100.9184,4.7906,0.6953
903.3000,64.2193,1.7265,-100.4188,4.7906,0.6956
903.4000,63.7928,1.7287,-99.9158,4.7906,0.6960
903.5000,63.3663,1.7308,-99.4095,4.7906,0.6963
903.6000,62.9399,1.7328,-98.9000,4.7906,0.6967
903.7000,62.5134,1.7349,-98.3871,4.7906,0.6971
903.8000,62.0869,1.7370,-97.8711,4.7906,0.6974
903.9000,61.6604,1.7390,-97.3518,4.7906,0.6978
904.0000,61.2340,1.7411,-96.8293,4.7906,0.6981
904.1000,60.8075,1.7431,-96.3036,4.7906,0.6985
904.2000,60.3810,1.7451,-95.7749,4.7906,0.6989
904.3000,59.9545,1.7471,-95.2429,4.7906,0.6992
904.4000,59.5280,1.7491,-94.7079,4.7906,0.6996
904.5000,59.1016,1.7511,-94.1698,4.7906,0.6999
904.6000,58.6751,1.7531,-93.6287,4.7906,0.7003
904.7000,58.2486,1.7550,-93.0845,4.7906,0.7006
904.8000,57.8221,1.7570,-92.5374,4.7906,0.7010
904.9000,57.3957,1.7589,-91.9872,4.7906,0.7014
905.0000,56.9692,1.7609,-91.4341,4.7906,0.7017
905.1000,56.5427,1.7628,-90.8781,4.7906,0.7021
905.2000,56.1162,1.7647,-90.3192,4.7906,0.7024
905.3000,55.6897,1.7665,-89.7573,4.7906,0.7028
905.4000,55.2633,1.7684,-89.1927,4.7906,0.7032
905.5000,54.8368,1.7703,-88.6251,4.7906,0.7035
905.6000,54.4103,1.7721,-88.0548,4.7906,0.7039
905.7000,53.9838,1.7739,-87.4816,4.7906,0.7042
905.8000,53.5574,1.7757,-86.9057,4.7906,0.7046
905.9000,53.1309,1.7775,-86.3271,4.7906,0.7049
906.0000,52.7044,1.7793,-85.7457,4.7906,0.7053
906.1000,52.2779,1.7811,-85.1616,4.7906,0.7057
906.2000,51.8514,1.7829,-84.5749,4.7906,0.7060
906.3000,51.4250,1.7846,-83.9854,4.7906,0.7064
906.4000,50.9985,1.7863,-83.3934,4.7906,0.7067
906.5000,50.5720,1.7881,-82.7987,4.7906,0.7071
906.6000,50.1455,1.7898,-82.2015,4.7906,0.7074
906.7000,49.7191,1.7914,-81.6016,4.7906,0.7078
906.8000,49.2926,1.7931,-80.9993,4.7906,0.7082
906.9000,48.8661,1.7948,-80.3944,4.7906,0.7085
907.0000,48.4396,1.7964,-79.7870,4.7906,0.7089
907.1000,48.0131,1.7981,-79.1771,4.7906,0.7092
907.2000,47.5867,1.7997,-78.5648,4.7906,0.7096
907.3000,47.1602,1.8013,-77.9501,4.7906,0.7100
907.4000,46.7337,1.8029,-77.3329,4.7906,0.7103
907.5000,46.3072,1.8044,-76.7133,4.7906,0.7107
907.6000,45.8808,1.8060,-76.0914,4.7906,0.7110
907.7000,45.4543,1.8075,-75.4671,4.7906,0.7114
907.8000,45.0278,1.8091,-74.8406,4.7906,0.7117
907.9000,44.6013,1.8106,-74.2117,4.7906,0.7121
908.0000,44.1748,1.8121,-73.5805,4.7906,0.7124
908.1000,43.7484,1.8136,-72.9471,4.7906,0.7128
908.2000,43.3219,1.8150,-72.3114,4.7906,0.7132
908.3000,42.8954,1.8165,-71.6735,4.7906,0.7135
908.4000,42.4689,1.8179,-71.0335,4.7906,0.7139
908.5000,42.0425,1.8193,-70.3912,4.7906,0.7142
908.6000,41.6160,1.8207,-69.7468,4.7906,0.7145
908.7000,41.1895,1.8221,-69.1003,4.7906,0.7149
908.8000,40.7630,1.8235,-68.4517,4.7906,0.7152
908.9000,40.3365,1.8249,-67.8010,4.7906,0.7156
909.0000,39.9101,1.8262,-67.1483,4.7906,0.7159
909.1000,39.4836,1.8276,-66.4935,4.7906,0.7162
909.2000,39.0571,1.8289,-65.8366,4.7906,0.7166
909.3000,38.6306,1.8302,-65.1778,4.7906,0.7169
909.4000,38.2042,1.8315,-64.5171,4.7906,0.7173
909.5000,37.7777,1.8327,-63.8543,4.7906,0.7176
909.6000,37.3512,1.8340,-63.1897,4.7906,0.7179
909.7000,36.9247,1.8352,-62.5231,4.7906,0.7182
909.8000,36.4982,1.8365,-61.8546,4.7906,0.7186
909.9000,36.0718,1.8377,-61.1843,4.7906,0.7189
910.0000,35.6453,1.8389,-60.5121,4.7906,0.7192
910.1000,35.2188,1.8401,-59.8381,4.7906,0.7195
910.2000,34.7923,1.8412,-59.1623,4.7906,0.7199
910.3000,34.3659,1.8424,-58.4848,4.7906,0.7202
910.4000,33.9394,1.8435,-57.8054,4.7906,0.7205
910.5000,33.5129,1.8447,-57.1244,4.7906,0.7208
910.6000,33.0864,1.8458,-56.4416,4.7906,0.7211
910.7000,32.6600,1.8469,-55.7571,4.7906,0.7214
910.8000,32.2335,1.8479,-55.0710,4.7906,0.7218
910.9000,31.8070,1.8490,-54.3832,4.7906,0.7221
911.0000,31.3805,1.8500,-53.6938,4.7906,0.7224
911.1000,30.9540,1.8511,-53.0027,4.7906,0.7227
911.2000,30.5276,1.8521,-52.3101,4.7906,0.7230
911.3000,30.1011,1.8531,-51.6160,4.7906,0.7233
911.4000,29.6746,1.8541,-50.9202,4.7906,0.7236
911.5000,29.2481,1.8551,-50.2230,4.7906,0.7239
911.6000,28.8217,1.8560,-49.5243,4.7906,0.7242
911.7000,28.3952,1.8570,-48.8241,4.7906,0.7245
911.8000,27.9687,1.8579,-48.1224,4.7906,0.7248
911.9000,27.5422,1.8588,-47.4193,4.7906,0.7251
912.0000,27.1157,1.8597,-46.7148,4.7906,0.7254
912.1000,26.6893,1.8606,-46.0089,4.7906,0.7257
912.2000,26.2628,1.8615,-45.3016,4.7906,0.7260
912.3000,25.8363,1.8623,-44.5930,4.7906,0.7262
912.4000,25.4098,1.8631,-43.8831,4.7906,0.7265
912.5000,24.9834,1.8640,-43.1718,4.7906,0.7268
912.6000,24.5569,1.8648,-42.4593,4.7906,0.7271
912.7000,24.1304,1.8656,-41.7455,4.7906,0.7274
912.8000,23.7039,1.8664,-41.0305,4.7906,0.7277
912.9000,23.2774,1.8671,-40.3143,4.7906,0.7279
913.0000,22.8510,1.8679,-39.5969,4.7906,0.7282
913.1000,22.4245,1.8686,-38.8783,4.7906,0.7285
913.2000,21.9980,1.8693,-38.1585,4.7906,0.7288
913.3000,21.5715,1.8701,-37.4376,4.7906,0.7290
913.4000,21.1451,1.8708,-36.7156,4.7906,0.7293
913.5000,20.7186,1.8714,-35.9925,4.7906,0.7296
913.6000,20.2921,1.8721,-35.2684,4.7906,0.7298
913.7000,19.8656,1.8728,-34.5432,4.7906,0.7301
913.8000,19.4391,1.8734,-33.8170,4.7906,0.7304
913.9000,19.0127,1.8740,-33.0898,4.7906,0.7306
